name,user rating,user review,is_valid,negative,neutral,positive,compound
Space Jam: A New Legacy,1.5,It was awful and I loved it,True,0.252,0.42,0.328,0.2263
Teen Titans Go! To the Movies,3.0,"It would be so awesome
It would be so cool",True,0.0,0.493,0.507,0.8494
Nobody,3.0,It's always rough when movies end just as they start getting good. Cool to see Christopher Lloyd again tho,True,0.0,0.766,0.234,0.6369
Ant-Man,2.5,"It's cute for an hour but then I got really bored and I wanted to turn it off. Rewatches have usually slightly improved the Marvel origin movies for me, but it did the opposite here",True,0.072,0.719,0.209,0.7118
The Brutalist,3.0,"It's difficult to articulate why this didn't fully work for me. The performances and direction were solid but the story felt like a rather stock deconstruction of the American Dream, one that rarely surprised or engaged me. I'll take this over an Emilia Perez win in any category however.",True,0.109,0.69,0.201,0.7659
Jay Kelly,3.5,"It's good, but there's an inescapable 'woe is me' quality that never fully goes away even during Clooney's best scenes. It quickly becomes evident that the emotional core lies with Sandler's character, to the point where I had to question why the story wasn't about him. As a Baumbach fan I'm disappointed that the dialogue wasn't sharper and the message wasn't conveyed in a more subtle manner; it really isn't like him to turn in a script so standard. Credit where it's due, though, that one scene with Billy Crudup is among the year's best. Currently undecided if this is going above or below Big Daddy on the Sandler ranking",True,0.123,0.716,0.161,0.7379
The Emperor’s New Groove,4.0,It's honestly kind of miraculous this movie works as well as it does. I feel like the lack of songs is really felt in this one (especially since Snuff Out the Light is a great villain song that was unfairly cut) but the fantastic comedy bits and amazing character development for Kuzco make this such a blast to rewatch over and over,True,0.07,0.661,0.269,0.9493
Star Wars: Episode II – Attack of the Clones,1.5,"It's incredible how the line 'Jedi Poodoo' is basically the theme of the entire prequel trilogy. Bravo George
I only raised the score because of ironic enjoyment",True,0.05,0.831,0.12,0.4767
Robin Hood,3.5,It's no 'YTP: Friar's Rubbing Wood - Fall Of Nottingham' but it ain't half bad,True,0.087,0.707,0.205,0.4897
Toy Story,3.5,"It's not really amazing until the last 20 minutes, but man are those last 20 minutes amazing. Woody is an annoying asshole most of the movie, Sid's house is such an unpleasant location, and the animation has aged way worse than I remember. But ultimately the Woody-Buzz dynamic carries this movie pretty far. Still, 2 and 3 outshine it pretty hard.",True,0.184,0.613,0.203,0.5582
Beyond the Infinite Two Minutes,4.5,"It's up to you whether you go or not. You'll go, though!
This is a message from 70 minutes in the future. Click on the link below right now, and watch this overlooked gem on Tubi for FREE. It's FREE! And only 70 minutes! It's so good!!!! You won't regret this!
tubitv.com/movies/671945/beyond-the-infinite-two-minutes",True,0.018,0.741,0.241,0.9449
Little Shop of Horrors,4.0,"I've always championed this as the one movie adaptation of a musical that actually improved upon the original stage version, but after rewatching it for the first time in forever, I'm not so sure that's true. I think I was just taken in by the best puppet effects ever put to film and the insanely incredible 'Mean Green Mother from Outer Space' song to notice how many songs that contribute crucial story and character beats were cut. It's not like the original musical is particularly long; I see no reason to cut as much as they did outside of maybe budgetary restrictions.
Cut songs is par for the course for any movie adaptation of a musical; what really stings, though, is the theatrical ending. Without spoiling anything, it just...doesn't gel with the messages the story is trying to portray. Seek out the original ending if you're planning to watch this; it's amazing to see the musical's ending fully realized on the big screen, and it works a hell of a lot better than the sappy conclusion we actually got.
I've been complaining a lot in this review but the score is still high because Little Shop is simply THAT good of a musical, and this is still one of the best stage-to-film adaptations out there. I'd probably give it a 9/10 if I had never seen the original musical and didn't know which parts were missing. And if you've never seen the original musical, this movie is an amazing way to get into it. Please don't remake it, Hollywood. Leave it alone.",True,0.13,0.731,0.14,0.8534
Only Yesterday,4.5,I've only seen two of his movies so far and I'm already prepared to declare Isao Takahata one of the greatest writer/directors in animation history,True,0.0,0.79,0.21,0.7269
Halloween,3.5,John Carpenter putting the original Thing on a TV in this movie only to make his own Thing a few years later is peak foreshadowing,True,0.0,0.913,0.087,0.3182
Treasure Planet,3.0,"John Silver is honestly way too interesting and well-written of a character for this movie
Doppler and Amelia seemed potentially interesting, cool of the movie to forget they exist and shove them into a forced rushed side romance
The only way I can imagine a character as annoying as B.E.N. working is if he was voiced by the guy who voices Master Shake/Gazpacho
Mr. Arrow was not the impostor
I have nothing but respect for Ron and John but I can't believe THIS was the passion project they desperately wanted to make for nearly 20 years",True,0.109,0.768,0.123,0.1578
The Dark Knight Rises,2.5,Just as good as I remember it!,True,0.0,0.653,0.347,0.4926
El Camino: A Breaking Bad Movie,3.5,"Just finished the series for the first time and immediately watched this afterwards.
I know that whole 'name a character that suffered more, I'll wait' thing is a big funny haha meme, but honestly. Name a character that suffered more than Jesse fucking Pinkman. I...really needed this.
Todd is so weird lmao",True,0.136,0.662,0.202,0.6658
Indiana Jones and the Last Crusade,5.0,Just noticed I logged this 3 years in a row so I might as well go for 4! Watching this on cable at 1am the way God intended,True,0.0,0.853,0.147,0.5411
Empire of the Sun,3.0,"Kind of feels like the exact middle ground between overly whimsical and sentimental Spielberg, and 'director of Schindler's List' Spielberg. He's getting to the point where he can effectively direct a powerful drama, just give him time.",True,0.0,0.731,0.269,0.8689
Once Upon a Studio,4.5,"Kind of impossible not to be charmed by; a true labor of love that feels less like 'look at all these things we own' and more like 'look at all these things we made'. Big fucking difference!
Yeah I teared up a little at the Quasimodo bit what of it",True,0.04,0.718,0.241,0.906
I Now Pronounce You Chuck & Larry,2.5,Kind of sweet at times. Maybe the most pro-gay homophobic movie ever made,True,0.0,0.8,0.2,0.4588
Coco,4.0,"Kinda flawed in the story department in a lot of ways but I honestly don't care. This is a beautiful love letter to Mexican culture and a great musical to boot. The characters are super endearing and the complex interwoven backstory holds up so well on repeat viewings. It also has the best ending of any Pixar film, period.",True,0.059,0.55,0.391,0.9884
"Night Is Short, Walk On Girl",4.0,Kinda like if Tomodachi Life was a movie,True,0.0,0.76,0.24,0.2975
The Wrong Trousers,5.0,"Knowing how Kojima's mind works, it's not impossible that Gromit sneaking around in a cardboard box is what inspired Snake doing that in Metal Gear Solid",True,0.0,0.833,0.167,0.5859
Lady and the Tramp II: Scamp’s Adventure,1.5,Lady had like 4 minutes of screentime I think,True,0.0,0.762,0.238,0.3612
Harry Potter 20th Anniversary: Return to Hogwarts,3.5,Laughed out loud when they said 'multi-million pound film' like lmao I forgot that was the name of British currency lol Britain is so weird,True,0.065,0.581,0.354,0.8738
The Naked Gun,4.0,Legacy sequel so good that I'm lowering my score for Happy Gilmore 2 in response,True,0.093,0.56,0.347,0.7537
Shrek 2,4.5,"Legitimately one of the best sequels ever made, building upon everything that made the original movie special, while adding its own signature flavor to the franchise. Prepare to feel an unexpected feel.",True,0.0,0.759,0.241,0.8481
Phineas and Ferb: Star Wars,4.5,Legitimately the best Star Wars movie since the Disney purchase,True,0.228,0.506,0.266,0.1531
Parasite,4.5,"Let's get one thing straight: Parasite is phenomenal. It's a stunning, subtle, and immensely powerful piece on class warfare and the nature of the human condition. It's also a tense, funny, extremely entertaining film that didn't feel its length at all. Go into it without knowing anything if you can; it made my viewing experience all the more exciting.
But with that said...I didn't really like the ending? Tons of details, character arcs, and storylines felt like they were dropped in an instant. And yeah, I know that was the point. But I'd be lying if I said the lack of resolution given to certain characters is something I'm happy about. Like, for how well set up and intriguing Ki-jeong's sociopathic tendencies are, THAT'S what you do with her?
I don't expect my disappointment with the ending to subside with time, but don't let that dissuade you from seeing this film. It's still excellent and I'm looking forward to seeing it again. It's pretty much everything Jordan Peele's 'Us' should have been.",True,0.066,0.723,0.211,0.9826
101 Dalmatians II: Patch’s London Adventure,3.5,Like if Bolt was good,True,0.0,0.357,0.643,0.6597
Grown Ups 2,1.5,"List of advantages this movie has over the first one
1. No Rob Schneider
2. ...",True,0.0,0.721,0.279,0.6623
Lake Michigan Monster,4.5,"List of movies I've watched 3 times or more this year
1. Whisper of the Heart, my literal favorite animated movie of all time
2. This fucking banger",True,0.0,0.783,0.217,0.802
Trap,3.5,"Lmao this was so fun, Josh Hartnett gives one of my favorite performances of the whole year. Laughed out loud at so many ridiculous things in the first half and I think that was actually intentional!
The second half lost me a bit once you're forced to take the story and characters seriously (Hartnett has a lengthy scene with another character that would have been soooo good if we actually got to know her in the first half), but overall a great time at the movies! Shyamalan you madman you've won me over again!",True,0.061,0.738,0.201,0.9566
Little Women,4.5,Look all I know is if Timothee Chalamet asked me to marry him I would not fucking hesitate,True,0.0,0.893,0.107,0.2572
Onward,,Looks like another step in the right direction for Sony Pictures Animation :),True,0.0,0.667,0.333,0.6705
Terminator: Dark Fate,2.5,"Lots of good ideas here, Linda Hamilton's performance is great, this is probably the most interesting (albeit underdeveloped) use for Arnold since T2...and yet the main character kinda fell to the wayside a bit, the villain was pretty forgettable, and the visuals reeked of generic CGI gray sludge. Best in the series since T3!",True,0.093,0.659,0.248,0.9019
Frances Ha,4.5,"Love it. A beautiful portrait of a woman trying to find purpose in spite of numerous personal and career setbacks. The use of music to highlight those fleeting moments of happiness and fulfillment in Frances' life was inspired. Black-and-white cinematography didn't seem necessary but it's hard to complain when the film is visually stunning regardless. Gerwig and Baumbach make their voices equally heard throughout the script, and the result is sensational.
Also...I may have a crush on Adam Driver now? More at 11",True,0.094,0.769,0.136,0.4588
The Apprentice,4.0,Love the idea of Kieran Culkin probably winning the Oscar but in terms of my actual preference...team Ken baby,True,0.0,0.78,0.22,0.5859
Shiva Baby,3.5,"Loved the sheer fucking chaos of this movie, I only wish it would have built up to something more climactic by the end. But overall, super fun time",True,0.063,0.581,0.356,0.9119
Black Widow,3.5,"Makes some truly incomprehensible editing decisions in its first act but gradually gets better as it goes along. Fun characters, neat action, I had a good time with it. I also probably don't have enough to say about it for a video review oh well",True,0.0,0.653,0.347,0.9672
Guardians of the Galaxy Vol. 3,4.5,Makes Thor Love and Thunder look like a preschooler made it,True,0.0,0.573,0.427,0.7717
How to Train Your Dragon: The Hidden World,4.5,"Making it through this DreamWorks marathon was not an easy task. Getting so much shit shoveled into my face the past few days, from Trolls to Turbo to Boss Baby, was a deeply agonizing endeavor.
But goddammit, I stuck it out because I knew this masterpiece was waiting for me at the end of the tunnel. What a fucking tremendous swan song for a great studio and a phenomenal trilogy.
I know there's still technically two movies left in the marathon, but in my heart, this is the DreamWorks series finale. It's been a somewhat rocky road, but films like this one made it all worth it.",True,0.07,0.748,0.182,0.9624
Manos: The Hands of Fate,1.0,"Manos: The Hands of Fate was praised for its visual effects, performances, production values, direction, score, cinematography, story and emotional depth. Among other awards, it was nominated for 14 Academy Awards and won 11, including Best Picture and Best Director, tying Ben-Hur (1959) for the most Academy Awards won by a film. With an initial worldwide gross of over $1.84 billion, Manos: The Hands of Fate was the first film to reach the billion-dollar mark. It was the highest-grossing film of all time until Avatar (2009) surpassed it in 2010. A number of re-releases have pushed the film's worldwide total to $2.257 billion, making it the second film to gross more than $2 billion worldwide after Avatar. It was selected for preservation in the United States National Film Registry in 2017.",True,0.039,0.724,0.237,0.9832
Poor Things,4.5,Mark Ruffalo looks way too much like Lalo Salamanca in this,True,0.0,0.8,0.2,0.3612
The Phoenician Scheme,4.0,Marries the adventurous spirit of Grand Budapest with a specific type of warmth and humanity I haven't seen from Wes since Tenanbaums. There's a shot of Benedict Cumberbatch in this destined to become a real all-timer gif,True,0.0,0.766,0.234,0.8442
The Warriors,3.5,"Masai is the best character in this by a landslide, dude did nothing but aurafarm",True,0.0,0.843,0.157,0.3818
Phineas and Ferb The Movie: Across the 2nd Dimension,4.5,MASTAPEECE. Should not work nearly as well as it does,True,0.0,0.811,0.189,0.2732
The Great Mouse Detective,4.5,Maybe definitely the gayest Disney film ever made,True,0.0,0.722,0.278,0.4019
Guardians of the Galaxy Vol. 2,4.5,"Maybe one day I'll actually review this like I said I would!
...eh give me like 5 years or so",True,0.0,0.761,0.239,0.6875
The Pirates! In an Adventure with Scientists!,4.0,"Me: 'So this is the movie where the 'Well yes but actually no' line is from, right?'
The movie: 'Well yes but actually no'",True,0.0,0.676,0.324,0.8225
The Spider Within: A Spider-Verse Story,3.5,Miles faces his greatest adversary yet: the cosmic clone that copies your movements in Mario Galaxy 2,True,0.086,0.714,0.2,0.5267
Star Wars: Episode I – The Phantom Menace,2.0,"More fun than I remember. The environments and characters either look really good or hysterically bad. Jar Jar and Anakin are annoying but in an amusing sort of way. Watto, Nute Gunray, and Boss Nass are all comedy goldmines. It really is just one of those so bad, it's good movies; all of its blunders are either hilarious or endearing, and I had a great time rewatching it.",True,0.111,0.625,0.264,0.9343
Puss in Boots: The Last Wish,4.5,More like PEAK in Boots amirite,True,0.0,0.642,0.358,0.4201
Fantastic Mr. Fox,4.5,Most definitely the orangest movie ever made,True,0.0,0.667,0.333,0.4576
To Catch a Yeti,1.5,Most interesting parts were when William was reading the instructions for recipes in the Sonic cookbook,True,0.0,0.834,0.166,0.4576
The Meyerowitz Stories (New and Selected),4.5,Mostly fantastic but it's truly insane how much Jean gets shafted,True,0.201,0.452,0.347,0.3818
Grumpy Cat’s Worst Christmas Ever,2.0,Much better than I expected!,True,0.0,0.556,0.444,0.4926
C.I.Ape,1.0,"My 600th movie logged on Letterboxd!
Absolute masterpiece that changed my life and watered my crops. Beautiful work of art that must be experienced by all. Truly epic",True,0.0,0.691,0.309,0.9041
Weird: The Al Yankovic Story,4.5,"My 800th log!
Probably the greatest biopic of all time",True,0.0,0.667,0.333,0.6696
We Bought a Zoo,2.5,"My 900th log! I knew I had to do something special for it, which is why I watched peak cinema
Extremely predictable and basic, but also kind of impossible to hate? Like, gosh darn it, Matt Damon is so earnest about buying that fucking zoo that you gotta respect him for it. Glad I was able to find enjoyment in something this schmaltzy considering how the Ted Lasso finale made me want to gouge my eyes out",True,0.051,0.691,0.258,0.967
Mission: Impossible III,4.0,"My favorite so far, with about a million asterisks on that statement.
Love the opening scene, love the villain, love the team camaraderie, the story was exciting, even the romance was sweet dammit! Michael Giacchino the king that you are!
The action set pieces were also great, you know, whenever they weren't blurry as shit with a bunch of shaky cam. The writing was pretty good, except when it wasn't! Luther asking Ethan if he's ever slept with his sister is the exact moment I remembered what Kurtzman and Orci are capable of. Lindsey's message suddenly being viewable at the most plot-convenient time without any explanation as to why was clever foreshadowing for R2-D2 randomly waking up to provide the final piece of Luke's map. Again, it's like poetry, sort of, they rhyme.
Odd that the movie randomly decides to come out against neoconservatism in the last 20 minutes. Like, cool, but it would've been cooler if this was the theme of the entire movie instead of just being thrown in as a lazy surface level Bush-era critique, you know?
Real shame Maggie Q and Laurence Fishburne aren't gonna be in more of these movies. I hope the hilarious way Tom Cruise runs at the end of this comes back.",True,0.053,0.769,0.178,0.973
Northanger Abbey,3.0,My gf gaslit me into thinking Captain Tilney was played by Alan Rickman the whole time. I was just like 'Huh. Ok sure I can see it' and then we found out that it wasn't him afterwards,True,0.0,0.778,0.222,0.8126
Three Thousand Years of Longing,3.5,My heart's desire is to give this 4 stars...but maaaaaan the third act was rough,True,0.0,0.838,0.162,0.4019
Spider-Man: Into the Spider-Verse,5.0,My mom wanted to watch a Marvel movie and suggested either this or Captain America Brave New World. Idk do you guys think I made the right choice,True,0.043,0.767,0.19,0.7003
Magic Candies,3.5,My sofa and I would no doubt have some riveting conversations about the shit I watch,True,0.0,0.696,0.304,0.7278
West Side Story,3.5,"My two favorite Steven Ss (Spielberg and Sondheim) are both insanely talented, and it's impossible to not have a smile on my face during the musical numbers
However...it just occurred to me after 12 years of being a theatre kid that I just don't like this musical's story or main characters that much",True,0.071,0.823,0.106,0.4731
It’s Such a Beautiful Day,4.0,Neat! I am in severe pain now but neat!,True,0.254,0.322,0.424,0.5624
Murder Mystery,3.0,Never before have I been more relieved that a movie was just fine,True,0.0,0.701,0.299,0.5709
The Great Muppet Caper,4.5,Never has a movie scene been more committed to the bit than the Piggy's Fantasy water ballet sequence,True,0.0,0.877,0.123,0.3384
The Color Purple,3.0,"Never seen the original musical but I just don't know if the songs added all that much to the story, and the direction made everything feel less engrossing than the original film. Spielberg obviously wasn't a good fit for this story but the man knew how to frame an interesting shot. Great performances here at least!",True,0.104,0.717,0.179,0.8013
The Bob’s Burgers Movie,3.0,"Never seen the show before. This style of humor is solid and seems right up my alley for 22 minute episodes, but it gets a bit tiring after nearly two hours. The bunny girl is fun. Why did they forget it was supposed to be a musical",True,0.045,0.817,0.139,0.6059
Cinderella III: A Twist in Time,3.0,Nice of them to forget Anastasia's character arc but make up for that by giving her a different one,True,0.065,0.713,0.223,0.5499
The Little Mermaid: Ariel’s Beginning,2.0,Nice to finally get canon confirmation that no one in-universe likes Flounder,True,0.131,0.536,0.333,0.5267
Jesus Christ Superstar,3.0,"No offense to Judas in this, but we're with the pet hospital down the street, and I understand you have a dying animal on the premises",True,0.0,0.948,0.052,0.0951
Parasite,4.5,'No one can imitate North Korean news anchors like you' gotta be the rarest compliment ever,True,0.0,0.714,0.286,0.6808
Past Lives,4.0,Nora and I have the exact same laptop so every shot of her using it was extremely disorienting. Like I was seeing my laptop inside of my laptop. Laptopception. The movie was great too I guess,True,0.0,0.832,0.168,0.7832
Tarzan,3.0,"Not a bad movie, but it personally kinda disgusts me. It throws the musical format out the window for horribly implemented samey Phil Collins music that doesn't hold a candle to any other Disney Renaissance soundtrack. Turk is also the most annoying creature on the planet. But there are some good emotional beats and great action to make this still a worthwhile film to watch. It's just not one I revisit, like, ever.",True,0.128,0.667,0.205,0.7488
My Big Fat Greek Wedding,3.5,Not a competition but the Greek Orthodox church I grew up in is WAY nicer than that one,True,0.0,0.815,0.185,0.5927
Zookeeper,1.5,Not a lot of talking animals in this actually. Who gives a shit about Kevin James's love life!,True,0.149,0.664,0.186,0.2244
House,4.0,"Not a single creative decision was questioned by anyone during the making of this movie, and that's exactly why it's so great.
(Also William told me I had to watch The Muppet Movie before watching this movie. Fuck you William I do what I want)",True,0.136,0.743,0.121,0.0606
Joe Versus the Volcano,2.5,Not one Joe Mama joke in the whole thing,True,0.0,0.784,0.216,0.296
My Neighbors the Yamadas,3.5,Not quite as good as My Neighbor Totoro but still a worthwhile entry in the My Neighbor Cinematic Universe (MNCU),True,0.079,0.786,0.135,0.3169
Maestro,3.0,"Not the worst Oscar bait I've seen, though considering how desperately Bradley Cooper wants to win one, it is really funny that Carey Mulligan acts circles around him in every scene they're both in",True,0.061,0.7,0.24,0.8265
Grown Ups,3.0,Nothing happens in this movie but it's still pretty fun,True,0.0,0.478,0.522,0.8674
Memoir of a Snail,4.5,"Nothing like what I expected. Yeah why shouldn't this cute looking stop motion movie rip my heart out of my chest and stomp all over it. Didn't even know that was Sarah Snook until the credits rolled, is there nothing she can't do fr. Yeah I don't know man, I'm empty and drained but also filled with hope at the same time. The kind of movie Animation Is Cinema™ people will never watch and that's how you know it's great",True,0.101,0.739,0.161,0.8682
Hilda and the Mountain King,3.5,"Now give us the She-Ra movie Netflix, don't be shy",True,0.0,0.838,0.162,0.1877
Whisper of the Heart,5.0,Oh wait was I supposed to watch Tales of Earthsea next? Haha oops,True,0.0,0.8,0.2,0.4588
Mufasa: The Lion King,1.0,"Oh you guys REALLY undersold how atrocious this is. Maybe the most abominable, groan-worthy prequel I've ever seen.
DUDE PRIDE ROCK",True,0.0,0.865,0.135,0.4824
Is This Thing On?,3.0,"Oh, sure, Laura Dern, why don't you go ahead and divorce the guy who's wearing a $5000 suit, COME ON",True,0.0,0.892,0.108,0.3182
Mistress America,4.0,"Ok but seriously where is Karen's husband? I'm getting very concerned
Little bit messier than the typical Greta/Noah project; the pacing is kinda all over the place and I feel like some extra scenes to flesh Brooke out more would be welcome. However, this movie picks up the slack with its constant witty dialogue and great scene blocking. I had a great time, even though this movie didn't quite hit me with the same relatable feels as Frances Ha",True,0.054,0.709,0.236,0.9647
Shrek the Halls,3.0,Ok but that dancing roast turkey was fuckin dope,True,0.0,0.833,0.167,0.1531
All Cheerleaders Die,1.0,"Okay everyone, I love giving shitty movies 5 stars as a joke too, but maybe doing it for this one is a bit too far?",True,0.078,0.675,0.248,0.4678
Moon Knight,3.0,Once it became a completely different show it got pretty good,True,0.0,0.596,0.404,0.7269
Bug Buster,1.5,Once you get past the first 70 minutes out of 90 it's actually pretty fun,True,0.0,0.667,0.333,0.7579
The Wedding Singer,3.5,"Once you've seen the other 50 Adam Sandler movies you really start to stomach the expected flaws that are in most of his comedies and get completely drawn in by what a natural and charismatic lead he is. There's a lot of annoying cliches and humor I don't care for here, but I cried at the song he sings at the end so who really cares",True,0.093,0.774,0.133,0.4683
Scott Pilgrim vs. the World,4.0,"One of the funniest and most quotable movies ever made. I just wish the story was a bit tighter and the overflow of characters were trimmed down, but overall, I don't think I will ever stop enjoying this movie.",True,0.06,0.752,0.188,0.714
BLUE EYE SAMURAI,5.0,"One of the most insane, vividly compelling action shows I've had the pleasure of seeing in quite some time, taking well-worn and familiar elements and gradually twisting them in ways that genuinely surprised me across the entire season, while tying everything together with one of the most unique and interesting internal conflicts I've seen a protagonist grapple with. A tour-de-force, too good for Netflix, simply earth-shattering in its sheer quality. Watch it immediately to help ensure it doesn't get cancelled before its story concludes.",True,0.056,0.738,0.206,0.9197
The Penguin,4.0,"One of the rare upsides of the streaming era is that thanks to a corporate desire for an extra Batman-adjacent box to click on Max, we can get exciting, engaging, excellent television that enriches and enhances its cinematic universe. Gonna be thinking about THAT scene in the finale for a while.",True,0.0,0.755,0.245,0.9313
Gibby,5.0,Only caught the last 30 minutes of this but I'm convinced it's the best movie of all time,True,0.0,0.631,0.369,0.8847
The Rescuers Down Under,2.5,"Only watched this one out of moral obligation. A resounding meh. It's not even really worth my time to talk about here, I already wrote its portion of the video script and that's all the thought I need to devote to this film for the rest of my life.",True,0.062,0.892,0.047,0.056
Before Midnight,4.5,"Ouch
Is this the best trilogy of all time cause it might be",True,0.0,0.741,0.259,0.6369
The Tale of the Fox,4.0,"Outstanding stop motion by 1930s standards, how did they move like that",True,0.124,0.508,0.367,0.6486
Jim Henson Idea Man,3.5,"Over the past 2 months I've had the pleasure of reading the excellent Jim Henson biography by Brian Jay Jones, which does an absolutely tremendous job of painting a portrait of who this guy is both creatively and personally. I wasn't expecting this documentary to include nearly the same level of detail, but I was nonetheless rather disappointed at how little I got a sense of Jim as a person from this. After a while it mostly becomes an engaging enough doc about his most well-known projects (though The Storyteller and Jim Henson Hour really get shafted - would have liked a lot more elaboration on those!) Ultimately this was pretty solid but I would genuinely recommend the Defunctland miniseries if you want a better fleshed out account of Jim and his career.
To be candid for a moment, I think a large reason I've become so engrossed in learning more about Henson's life is because I relate so heavily to his philosophies regarding work and creative endeavors. To be clear, what I do on YouTube is not even in the same stratosphere as what Henson does, and if you think we're even remotely comparable, you're an idiot. But I've found such fulfillment leading my merry band of editors on creative projects similar to how Jim led his band of puppeteers, and it's only now, after reading about Jim's philosophy on always wanting to keep busy at some new creative endeavor, have I come to terms with my own obsession with never stopping working. Jim had the right idea; if work is fun, fulfilling, and not something you dread or are being exploited by, then it really is the best thing in the world to be doing. I've done at least a tiny bit of work on something every day now for well over a year, and knowing that work all goes towards something at least a couple people out there will enjoy makes every second worth it. I really can't muster that much excitement over the fact that I will soon have 2 million subscribers on YouTube, because the truth is, I would still be making my dumbass videos even if I only had two subscribers.
All this to say, thanks Jim. Your work has greatly inspired me; your work ethic, even more so.",True,0.044,0.759,0.196,0.9969
Rogue One: A Star Wars Story,3.0,"Overwhelmingly fine. Man, oh man, this sure is a fine movie. Those characters are definitely very fine. The writing reeks of fineness. Oh by gosh by golly the story sure is fine. It's all fine. I had a fine time watching it.
To be fair tho, Krennic and K-2SO are amazing. The last 10 minutes are sufficiently powerful and dramatic. The action is stellar. Fits very snugly into the canon and compliments A New Hope nicely. I understand why this is a fan-favorite for a lot of people; it takes itself way more seriously than the other Disney Star Warses. Feels much more real.
Like I said, I think it's fine. And that's enough.",True,0.025,0.683,0.292,0.9851
Pocahontas,1.5,Perhaps I treated Ralph Breaks the Internet too harshly. It may be the best Disney movie with Pocahontas in it,True,0.0,0.819,0.181,0.6369
Romeo & Juliet: Sealed with a Kiss,5.0,Perhaps the best movie,True,0.0,0.417,0.583,0.6369
"Mickey, Donald, Goofy: The Three Musketeers",3.0,Pete got the best ass in all of France,True,0.238,0.476,0.286,0.1779
Booksmart,4.0,"Plays like a mix of Lady Bird and The Nice Guys, which is a surprisingly good combo. So utterly fun and enjoyable with some hilarious characters, great direction, and amazing editing. Some characters could've been set up better and the ending kinda confused me but suffice to say I can't wait to see this again",True,0.023,0.647,0.33,0.9378
Creature from the Haunted Sea,1.0,Plz direct me to a good Roger Corman movie I haven't seen one yet,True,0.0,0.741,0.259,0.4939
Kung Fu Panda 3,3.5,"Po had two dads and he turned out fine!
The weakest one, but still pretty good :)",True,0.152,0.376,0.473,0.8858
Marcel the Shell with Shoes On,3.5,Pretty fucked up that Marcel isn't real :(,True,0.293,0.333,0.374,0.0531
Peter Rabbit,3.0,"Pretty fun movie actually. I really enjoyed the protagonist and thought the actor did a great job. His attempts to defeat the villain were also super fun, mostly because of how delightfully hatable said villain was. I guess playing irredeemable unlikable twats, like the borderline terrorist rabbit in this movie, is just one of James Corden's natural gifts.",True,0.164,0.485,0.351,0.9432
Persepolis,3.5,"Pretty good adaptation of an exceptional graphic novel. It just suffers from an incredibly rushed pace since they're trying to cram a lot of plot into a 90 minute runtime, which deflates a lot of the dramatic weight from certain story arcs. It's still a good, powerful film, but I strongly recommend reading the book first, if possible.",True,0.031,0.73,0.239,0.8747
Mulan,3.5,"Pretty good. I think it's a really well-told story, but the comedy doesn't always land for me and the villain, while really menacing, is so disconnected from the hero that it's hard to get invested in them. As a musical, this one is kinda weird; there are less songs than usual, which I guess is owed to the more serious, war-like tone. But still, it kinda feels like there's something missing from this one compared to the other Renaissance films.
Also they didn't have to go that hard with I'll Make a Man Out of You but they did and it slaps",True,0.12,0.756,0.125,0.3884
Home Alone 2: Lost in New York,3.5,"Pretty whatever when it's just the first movie again, pretty fun when it's not. Waiter waiter, more Tim Curry please!",True,0.0,0.56,0.44,0.911
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,4.0,Probably includes the funniest fight scene ever put to film,True,0.183,0.563,0.254,0.25
Army of Darkness,4.5,"Probably my favorite of Raimi's trilogy because the main character is at his most entertaining here, and while I find this one's insane tonal whiplash and absurd out-of-nowhere concepts to be utterly at odds with the previous two films, they're silly and distinct and memorable and fun enough to make this film the most consistently engaging out of the three to me.
...but enough about Spider-Man 3.",True,0.026,0.847,0.127,0.6469
Robot Chicken: Star Wars Episode III,3.5,"Probably the weakest one with some jokes that go on way too long, but man Yarael Poof is the best character in this trilogy",True,0.071,0.69,0.24,0.7311
John Wick: Chapter 4,3.5,"Probably the weakest story in the series yet, one that barely feels like it escalates the overall stakes of the series compared to what 2 and 3 did. This wouldn't be a major complaint had this movie been clocked in at around 120 minutes, but unfortunately this chapter comes across as frustratingly bloated, leaving me tapping my foot waiting for the next action sequence to kick in.
But it still gets a positive score because the action was sick as ever and it was cool to see shots with actual colors and personality. On those fronts, this is probably the series' high point. And I like the guy with the dog :)",True,0.115,0.76,0.125,0.3103
