name,user rating,user review
"The Thing",5.0,"Is that a man in there or something?
Just gonna go ahead and pretend I saw this in theaters yesterday instead of sitting on my office chair watching it on my laptop"
"Lightyear",2.5,"You are a sad, strange little movie. And you have my pity."
"Yuri!!! on Ice",4.0,"(between tears) they were...born to make history (breaks out into full-on sobbing)"
"Whisper of the Heart",5.0,"The video I'm making on this movie is going to kill me with its wholesomeness"
"The Devil’s Carnival",3.0,"The songs and aesthetic were better than Repo but most importantly it was 30 minutes shorter"
"Repo! The Genetic Opera",2.0,"This is like if Morbius was a musical"
"Star Wars: Episode I – The Phantom Menace",2.0,"Every time I rewatch this movie, Jar Jar gets more and more unironically funny"
"Color Out of Space",3.5,"Nic Cage should be in every horror movie"
"Millennium Actress",4.5,"Movies really are a miraculous thing, aren't they"
"Paprika",3.0,"Hmm...I definitely vibed with the animation, sound design, direction, editing, all that good stuff. But to me, this lacked the emotional investment needed for one of these kinds of intentionally confusing and disorienting films to work. Perfect Blue managed to be more overwhelming to the senses AND more emotionally impactful by perfectly getting you into its protagonist's fractured headspace. This, by comparison, felt stretched in far too many directions for me to really connect with anything going on. I also…"
"The Black Cauldron",1.5,"This is like a feature-length version of the Zelda CD-i cutscenes except not funny"
"Oliver & Company",2.0,"After reviewing the situation, I've come to the conclusion that I cannot stand the Oliver Twist story no matter how it's adapted"
"The Sword in the Stone",2.0,"It should be illegal for a movie about a wizard to be this boring"
"Peter Pan",4.0,"Honestly could have been the best classic Disney movie if it wasn't for... (gestures to the racism)"
"Indiana Jones and the Last Crusade",4.5,"After watching both Top Guns, I was in the mood for the quintessential dad movie. Not Spielberg's all-time best but definitely my all-time favorite of his"
"Top Gun: Maverick",4.0,"You're telling me that cute lil kid from the first movie grew up to become Miles Teller? Tragic"
"Top Gun",2.5,"I might be the only person who's ever noticed this but this movie has gay undertones?????????"
"Nukie",1.0,"Genuinely so awful that I started crying at the end. Highly recommend"
"Monster High: Why Do Ghouls Fall in Love?",3.0,"Oscar-worthy cinematography"
"The Aristocats",3.0,"There's no way EVERYBODY wants to be a cat"
"Bo Burnham: The Inside Outtakes",4.0,"Well, well, look who's inside again."
"Morbius",5.0,"Watched the first 10 minutes of this and decided it was all I needed to see."
"Toradora!",3.5,"Very good when Taiga is not beating the shit out of Ryuji"
"SK8 the Infinity",3.5,"Roy Fire Emblem and his gay lover battle homoerotic vampire Phoenix Wright in a skateboarding competition"
"Monster High: Boo York, Boo York",2.5,"There were monsters and they were high"
"Bubble",2.5,"The animation was very good!!
...I liked The Bad Guys a little better if that helps you sleep at night"
"Night Is Short, Walk On Girl",4.0,"I want to live in Masaaki Yuasa's wacky incomprehensible gorgeous life-affirming world"
"Good Burger",2.5,"Am I sleep-deprived or was Ed genuinely funny"
"Chip ’n Dale: Rescue Rangers",3.0,"The first huge IP crossover film in a while that didn't make me want to die!"
"Sleeping Beauty",3.5,"'Now shall you deal with me, O Prince, and all the powers of hell' rawest line in a Disney movie fr"
"Belle",4.5,"First of all, I think this might be the most gorgeous animation I've ever seen in a movie? I am so jealous of everyone who got to see this in theaters.
Second, the meaningful and profound lengths this movie's narrative goes to in order to subvert expectations is just incredible. This obviously was never gonna work as a straight-up Beauty and the Beast remake, which is why I was so pleased to see this movie evoke that story's premise and…"
"Lupin the Third: The Castle of Cagliostro",3.5,"This Miyazaki guy is going places"
"Akira",3.5,"Tetsuo the Iron Man"
"Moby & the Void Pacific Choir: Are You Lost in the World Like Me",1.0,"I'm beginning to think that smartphones are actually making us less connected."
"Mickey, Donald, Goofy: The Three Musketeers",3.0,"Pete got the best ass in all of France"
"The Spirit of ’43",0,"Donald Duck commits tax fraud"
"Cinderella",2.0,"The dog in this is named Bruno, how come we don't talk about that"
"The Magic Rosette",4.0,"Not as good as Morbius but whatever"
"Konga TNT",0.5,"Just a puppet on a lonely string
Oh, who would ever want to be King (Kong)"
"UHF",3.0,"What if we kissed at Spatula City 🥺 👉👈"
"C.H.U.D. II: Bud the Chud",4.0,"The biggest quality increase from the first movie to the second in cinematic history"
"Doctor Strange in the Multiverse of Madness",3.0,"Eyyy my 700th log!
One of the most fucking bizarre, structurally and tonally incoherent films in the entire MCU, but it did have some epic Sam Raimi moments here and there. Please give him more control and a better script next time"
"The Bad Guys",2.5,"The animation was very good!!"
"The Adventures of Ichabod and Mr. Toad",3.5,"Mr. Toad was the first influencer"
"Fate/stay night: Heaven’s Feel III. Spring Song",3.5,"BUFF KIREI BUFF KIREI"
"Schlock",3.0,"Shlock!"
"The Star Wars Holiday Special",1.0,"Better than Rise of Skywalker"
"The Three Caballeros",2.0,"Donald is shown to be in love with women, but he's part of a trio that explicitly sings about being 'three gay caballeros'. Which is it"
"Bambi",2.5,"Didn't think there was enough story content or compelling character moments to sustain a feature film sadly. If this was a short film I'd love it"
"Alice in Wonderland",4.5,"Tim Burton's live-action remake found dead in a ditch"
"Saludos Amigos",3.0,"I'd honestly love to see a modern interpretation of this half-documentary, half-animated short collection style of film, made by people who actually come from the culture that's being adapted. It'd be pretty cool without the blatant commodification of South American culture by U.S. businessmen.
Fun animated segments and a nice breezy watch at only 42 minutes."
"Dumbo",3.0,"Grown ass elephant ladies beefing with a literal newborn lmao"
"The Girl Who Leapt Through Time",3.0,"Oh no this girl hit her head leaping multiple times and has a concussion, now she thinks she's a time traveller"
"George Lucas in Love",3.5,"This is cute. I like this. I'm also hardcore procrastinating on my next video"
"The Pickle Recipe",2.5,"Succession for pickle lovers"
"Creature from the Haunted Sea",1.0,"Plz direct me to a good Roger Corman movie I haven't seen one yet"
"The Unbearable Weight of Massive Talent",2.5,"This was like 5 different movies at once and the only good one was Nick Cage and Pedro Pascal vibing"
"The Miracle Maker",4.0,"This movie gave me NIGHTMARES as a kid so I never wanted to rewatch it, but it's actually really cool and artistic and compelling, who knew? Crazy how good Christian cinema can be when it isn't pandering or hateful or embarrassing"
"Fate/stay night: Heaven’s Feel II. Lost Butterfly",3.5,"If you think about it, this movie's conflict is very similar to the one in Wallace and Gromit: The Curse of the Were-Rabbit"
"Pinocchio",3.0,"Something so special about seeing a Disney icon like Pinocchio smoking a cigar"
"Robot Chicken: Star Wars Episode III",3.5,"Probably the weakest one with some jokes that go on way too long, but man Yarael Poof is the best character in this trilogy"
"Robot Chicken: Star Wars Episode II",3.5,"This trilogy has the best characterization for Boba Fett of all time lmao"
"Robot Chicken: Star Wars",4.0,"Rey the Death Star construction worker >>>>> the other Rey
Can't believe how well this holds up lmao"
"Fate/stay night: Heaven’s Feel I. Presage Flower",3.0,"Look Shirou I love ya but can Sakura get some screen time in her own damn story"
"Kotaro Lives Alone",3.5,"The anime equivalent of the 🥺 emoji"
"Snow White and the Seven Dwarfs",3.5,"The Queen is so hung up on Snow White being prettier than her that she creates a potion to turn people ugly. She then uses it on herself? As a disguise to give Snow White a poisoned apple with? Instead of just forcing Snow White to drink the ugly potion and skipping the poison apple step entirely? Smh work smarter not harder"
"High School Musical",3.5,""
"Everything Everywhere All at Once",4.0,"Nothing matters. Everything matters."
"Sonic the Hedgehog 2",3.5,"Robotnik and Stone didn't even have sex once wtf"
"The Tatami Galaxy",4.0,"Haha that's a funny little cowboy in the intro, I wonder what his character will be like-oh"
"Little Italy",5.0,"This is like the third 5-star rating I've given out ironically in the past week but can you really blame me? Frankly, why haven't YOU given this 5 stars? This is a fucking riot of an experience, a film that fully understands how utterly idiotic and terrible it is, and rolls with the insanity throughout its entire runtime. Hayden Christensen, a God Amongst Men, decided to grace us with his amazing fake accent and epic pizza making skills in this bizarre and wonderful psuedo-2000s romcom that absolutely drenches itself in every Italian (and romcom) stereotype known to mankind. It truly has to be seen to be believed; if you think you got the full experience from Drew Gooden's video on it, you are sorely mistaken. This is the hardest I've laughed all year. Fuck, man. I love Little Italy"
"Hellblazers",1.0,"I forgot literally every single thing about this movie 10 seconds after it finished"
"Barbie as The Princess & the Pauper",3.0,"It's no Bratz: Rock Angelz but it's still cinema"
"Bratz: Rock Angelz",5.0,"I take my Letterboxd very seriously
Wendie Malick deserved an Oscar for this"
"Gibby",5.0,"Only caught the last 30 minutes of this but I'm convinced it's the best movie of all time"
"Belfast",1.5,"'We had a neural network watch 100 Best Picture nominees and then asked it to create its own'"
"Fate/Apocrypha",2.5,"Was torn between a 5 and a 6 but the mere existence of Jack the Ripper drags this down to a 5. Needed more Shakespeare."
"Drive My Car",4.5,"'It didn't sound like he was lying. I don't know if it's the truth, but he was telling you what was true to him.'
Fucking hell this destroyed me emotionally. A rather unwieldy slow burn that didn't fully grab me at first, but as the story progressed it revealed the necessity of every seemingly irrelevant detail in the first half. I went from thinking 'Yeah it's a good movie that needed to shave down that 40 minute prologue' to 'Holy…"
"tick, tick… BOOM!",4.5,"Only now realizing that this is just a live-action adaptation of that SpongeBob episode where he has to write the essay"
"Moulin Rouge!",4.0,"Man this Obi-Wan/Satine prequel hits different
The first half of this is pretty much perfect, from the madcap editing and storytelling to the magnificently realized musical numbers. The second half took a bit of a tumble into bland melodrama (and the duke is kind of a supreme dumbass for not realizing the play was about him sooner) but overall it's a movie that I CANNOT believe I liked as much as I did. I normally hate jukebox musicals but this shit just hits imo"
"New York Ninja",3.0,"Men will literally become the New York Ninja instead of going to therapy"
"Who Killed Captain Alex?",5.0,"I am physically incapable of giving this any less than 5 stars"
"Kakushigoto",4.0,"I love wacky slice-of-life anime, Charlie! I LOVE WACKY SLICE-OF-LIFE ANIMEEEEEEEEEEEEE"
"Turning Red",2.5,"Some good ideas at play here but an absolute mess of an execution. Idk just watch Lady Bird or Only Yesterday instead.
Edit: Here's my less dismissive and more elaborated upon thoughts: www.youtube.com/watch?v=nEwJBB6AUR4&t=2s"
"Batman: Mask of the Phantasm",4.0,"Turns out the best Batman stories are the ones that actually deconstruct his philosophy and him as a character in general, who knew"
"Yona of the Dawn",3.5,"It ended just as it was getting really good :/"
"The Batman",4.0,"Holy shit that score FUCKS. Michael Giacchino here are the keys to my house go fuck my wife
Yeah this movie is great! Robert Pattinson might be my favorite Batman to date, and his story actually has a ton of great shit to say about the very nature of the character. There's a line said towards the end that chilled me to the bone specifically because of who said it, and a scene shortly after which, while probably not intended to be a tear-jerker, actually got me a little weepy. It's just the exact sort of deconstruction and evolution this character needed, y'know?
Visually this feels the closest a movie has gotten to representing the look and feel of the Arkham games, which was a delight to see. It's a movie so confident in its story and world that it even throws in welcome dashes of the kind of comic-book silliness someone like Nolan would never dare to touch. And that's perfect! Batman stories deserve to be both serious and silly, and this is the first one I've seen that truly nails the tone of this character.
I prefer Dark Knight as a movie, but I think this is a better BATMAN movie, if that makes sense. A couple messy plot points and pacing issues hold it back a bit, but I could forsee a rewatch potentially bumping my score up to a 9. It'll be a real tough act to follow, but I truly can't wait to see what Matt Reeves has in store next."
"Million Dollar Crocodile",1.0,"There was a crocodile"
"The Satellite Girl and Milk Cow",2.5,"This would honestly be one of my favorite movies ever if the people making it actually knew what they were doing"
"Flee",3.5,"Insanely powerful and raw but I feel like the style kinda held me back from fully connecting with it unfortunately"
"Keep Your Hands Off Eizouken!",3.5,"EASY BREEZY
EASY BREEZY"
"Death Note",1.0,"This is the hardest I've laughed in a long time"
"Tammy and the T-Rex",2.5,"One of the most insane concepts for a movie I've ever seen.
I just kinda wish it did more with that concept"
"Fullmetal Alchemist: Brotherhood",4.0,""
"Re-Animator",4.0,"Ok this was epic"
"Kimi",3.0,"I liked it when she was in the apartment, after that ehhhhhhhhh. Congrats to this movie for being the first one to use dutch angles correctly though!"
"Tetsuo: The Iron Man",3.0,"Cool special effects and editing. Not really my thing tho. Great film to put on while eating"
"CODA",4.5,"Crazy how such a cliche and predictable movie could be sooooooo endearing and enjoyable. Loved watching this so much, I always felt so emotionally attached and invested and it didn't feel like I was being Oscar-baited to in the slightest. Emilia Jones is going places. Loved the choir teacher in this too. Man I miss high school choir!"
"Mosquito-Man",3.0,"Why the fuck was I so invested in this"
"Cold Sweat",2.0,"This is a movie"
"GetEven",1.0,"The most plotless movie I've ever seen in my life"
"The Tragedy of Macbeth",3.5,"The kind of movie that the One Perfect Shot Twitter account was made for"
"Angel’s Egg",4.0,""
"The Jungle Book",2.5,"Idk man the songs were great but this was kinda boring overall"
"Ouija Shark",1.0,"Why do you give me your toughest battles Lord"
"C.H.U.D.",1.0,"They forgot to resolve the main conflict of the movie"
"Attack of the Crab Monsters",1.0,"Imagine making a movie about giant enemy crabs boring"
"Star Wars: Episode II – Attack of the Clones",1.5,"It's incredible how the line 'Jedi Poodoo' is basically the theme of the entire prequel trilogy. Bravo George
I only raised the score because of ironic enjoyment"
"Star Wars: Episode I – The Phantom Menace",2.0,"I can't believe they ripped off the podracing track in this from The Mandalorian"
"Revue Starlight: The Movie",3.0,"Gay people gay people gay people
(Translation: While this movie outdoes the show in terms of visual spectacle, I had a much more difficult time following the story and getting emotionally invested in the characters' plights; the surreal and often confusing nature of the story suited an episodic format much better than a film, and the pacing unfortunately suffered with a ho-hum first act that could have used some of the revues they saved for later. It's a suitable enough…"
"Revue Starlight",3.5,"Gay people gay people gay people gay people gay people"
"Star Wars: Episode III – Revenge of the Sith",3.5,""
"Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon",3.0,"Ritsuka Fujimaru can't carry a movie! Who would've guessed?
But Mash is pretty epic 😎"
"Rollergator",1.0,"What if Channel Awesome made movies during the 90's"
"Raya and the Last Dragon",2.0,"Don't know what I was on when I initially gave this a 6/10. This movie is BAD. The score, animation, and a couple charming side characters can't save it. Its screenplay is insufferable and loaded with countless obnoxious unfunny quips, Sisu is the most irritating character in a Disney movie since the Rosie O'Donnell monkey in Tarzan, and the message about trust is genuinely irresponsible, not to mention beaten to death in increasingly unsubtle ways. The fact that Disney had…"
"The Social Network",5.0,"Haven't seen this movie since I was 12 and yet I vividly remembered nearly every single scene and so many lines of dialogue. Such a masterfully crafted film in every way; screenplay, direction, editing, performances, the whole shebang. This film had 100% of my attention from beginning to end and I'm disappointed it didn't continue for another 10 hours. Not awarding this film Best Picture may be the Academy's most egregious mistake in a long and torturous line of egregious mistakes."
"Smiling Friends",4.0,"Needed more Alan"
"Komi Can’t Communicate",4.0,"The sweetest anime ever 😊"
"Harry Potter 20th Anniversary: Return to Hogwarts",3.5,"Laughed out loud when they said 'multi-million pound film' like lmao I forgot that was the name of British currency lol Britain is so weird"
"C’mon C’mon",4.0,"Still don't want kids but man do I want to be an uncle now"
"Don’t Look Up",1.5,"If anything this movie may have accelerated climate change"
"Shark Tale",5.0,"MAY 👏 HIS 👏 STINKIN 👏 MAGGOT 👏 COVERED 👏 CORPSE 👏 ROT 👏 IN 👏 THE 👏FIERY 👏 DEPTHS 👏 OF 👏 HELL 👏"
"Sky Sharks",1.5,"Boring ass movie with the best opening in cinematic history"
"Bad CGI Sharks",1.5,"My New Years Resolution is to watch every bad shark movie"
"Hilda and the Mountain King",3.5,"Now give us the She-Ra movie Netflix, don't be shy"
"Furry Nights",0.5,"Ah sweet! Man-made horrors beyond my comprehension"
"Spencer",3.0,"I hope Kristen Stewart and Jonny Greenwood's backs are okay from carrying this movie"
"Pig",4.0,"Haven't felt this much tension during a dinner scene since Shrek 2 (2004)"
"An Extremely Goofy Movie",3.0,"Where is Roxanne 😡😡😡"
"Encanto",4.5,"Changed my mind about the songs actually, they're bangers that get better the more I listen to them. This movie fucking rocks and it better not fade into relative obscurity."
"The Green Knight",3.5,"'Why is he green, do you think?'
Oh my God, Lady, you can't just ask people why they're green"
"C.I.Ape",1.0,"My 600th movie logged on Letterboxd!
Absolute masterpiece that changed my life and watered my crops. Beautiful work of art that must be experienced by all. Truly epic"
"How the Grinch Stole Christmas",2.0,"Extremely not good but MAN is it a ton of fun"
"Licorice Pizza",4.5,"Banger movie! Reeeeeeeeeeeeeeeally would have liked a more ambiguous and less rushed ending tho. Also pretty wild that the Asian jokes that caused such an uproar could've just been edited out of the movie entirely and nothing would change. So like, why didn't they
Was that John C. Reilly as Frankenstein for 2 seconds or am I going insane"
"Gremlins",3.0,"Every time Gizmo did literally anything I got super emotionally invested. I squealed with delight whenever he was happy, I shouted 'No no no no no no no no' every time he was scared or in pain. I would fucking die for Gizmo you have no idea"
"Scrooged",2.0,"Am I still supposed to find the Scrooge character unlikeable and annoying and irredeemable 75 minutes into a 100 minute movie"
"Spider-Man: No Way Home",4.0,""
"West Side Story",4.0,"The shot of the puddle is so breathtaking and it's such a shame Ansel Elgort had to be at the center of it"
"Spider-Man 3",5.0,"This is the only movie I rewatched in preparation for No Way Home"
"The Power of the Dog",3.0,"I feel like this movie really hinged on its performances to tell the story rather than relying on the script, which is why it bums me out that I was just not sold on the performances given by Kodi Smit-McPhee and especially Banana Mania Cucumbersnatch. The latter just didn't convince me he was a rough-and-tumble cowboy at any point and it severely dampened what could otherwise have been an incredibly compelling character study.
The pacing is rather glacial, which wasn't…"
"Diary of a Wimpy Kid",1.5,"One of the emptiest cinematic experiences I've had in a long time tbh"
"Saving Christmas",0.5,"This is an extremely funny movie and I would recommend that everyone watch it"
"Anna and the Apocalypse",3.0,"If there was a version of this movie that's gone through like 5 more script revisions it would be one of my all-time favorites"
"The Muppet Christmas Carol",4.0,"Ok I watched it the normal way. So damn cute! So damn timeless! Why the fuck am I crying over a tiny frog puppet!"
"Darkness, Light, Darkness",4.0,"🍆🍑"
"The Muppet Christmas Carol",2.5,"I didn't actually watch it yet, I just wanted to read the comments if I did this"
"The Grand Budapest Hotel",5.0,"My mom wanted to watch a movie with the family and my dad said 'It's this movie or nothing'
Yeah I agree"
"Encanto",4.5,"I wish I could send this film back in time so 10-year-old me could see it. He really needed it."
"tick, tick… BOOM!",4.0,"You see how much good Lin-Manuel Miranda can do when he's not in front of the camera?"
"Mr. Deeds",0,"I watched this when I was 14 and did not like it"
"Ciao Alberto",3.5,"Needed more pasta"
"Under the Helmet: The Legacy of Boba Fett",3.0,"'Why did Boba Fett become so popular? It was a accident'"
"It’s Such a Beautiful Day",4.0,"Neat! I am in severe pain now but neat!"
"Winnie the Pooh",3.0,"Tigger is the Kramer of the Winnie the Pooh universe. I will not elaborate"
"Shang-Chi and the Legend of the Ten Rings",2.5,"What zero pussy does to a mf"
"The Simpsons in Plusaversary",1.5,"Y'know what? Could've been worse"
"A Car’s Life: Sparky’s Big Adventure",1.0,"That's cinema baybee"
"Last Night in Soho",2.0,"For a couple years now, I've considered Edgar Wright to be my favorite director, thanks in no small part to the fact that the man just couldn't seem to miss. Every one of his prior films is absolutely excellent in their own wright, and I couldn't wait to see what he could do with a straight-up horror film for a change.

...what the fuck happened?

I just found this so tasteless and vile, like, are cheap jumpscares the best way…"
"The French Dispatch",4.5,"Imagine directing this. Wes Anderson you absolute KING"
"Christine",3.5,"Arnie just fuck the car already"
"The Cabin in the Woods",4.5,"Really fucking dope in spite of Joss Whedon's dialogue's best efforts"
"Halloween",3.5,"John Carpenter putting the original Thing on a TV in this movie only to make his own Thing a few years later is peak foreshadowing"
"Dune",4.5,"Yes yes YESSSSSSSSSS
Denis Villeneuve has this way of bypassing my absurdly short attention span in a way no other filmmaker can. Every scene he shoots is so compelling through its presentation and atmosphere that its overall relevance to the larger story is a moot point. I was glued to my seat during the entirety of what was arguably 2 and a half hours of setup. But when the setup is this rich and nuanced and thoroughly engrossing, how can I complain?
Definitely feels like the second part will be the more interesting story (idk tho I've never touched the book), and with a foundation this strong, I'm going to be in sheer agony waiting for the sequel. Blade Runner 2049 is still my favorite Villeneuve film but this is a close second. Fucking hell, this movie slaps."
"The Mitchells vs. the Machines",4.0,"Katie would make some bitchin YouTube Poops"
"Arthur Christmas",4.0,"This is the only kids movie I've seen that references the Cuban Missile Crisis and that's how you know it's good"
"Hotel Transylvania 3: Summer Vacation",0,"There was a Kraken that sang a musical number and it reminded me of Tamatoa"
"Hotel Transylvania 2",0,"Wouldn't it be funny if I just never reveal my opinion on any of these movies until the Sony ranking comes out"
"Hotel Transylvania",0,"Who gives a shit what I think about this movie? SORA IS IN SMASH"
"Squid Game",4.5,"Aw hell yeah I love Splatoon"
"Who Framed Roger Rabbit",4.0,"Haha WHAT is this movie? How were they even allowed to make it? How were you guys allowed to watch this as kids? Haha great stuff"
"Dear Evan Hansen",1.0,"Fucking reprehensible. It will win 10 Golden Globes"
"Jurassic Park",4.0,"Dope as hell movie. Would've liked more Jeff Goldblum and less stupid ass kids tho"
"Jaws",3.5,"Reminds me of Shark Tale (2004)"
"Goosebumps 2: Haunted Halloween",2.5,"I liked the parts where Jack Black"
"Goosebumps",3.5,"Actually kinda fun ngl"
"Peter Rabbit",3.0,"Pretty fun movie actually. I really enjoyed the protagonist and thought the actor did a great job. His attempts to defeat the villain were also super fun, mostly because of how delightfully hatable said villain was. I guess playing irredeemable unlikable twats, like the borderline terrorist rabbit in this movie, is just one of James Corden's natural gifts."
"Wish Dragon",3.0,"Everyone: 'You should review Wish Dragon, it's definitely not an Aladdin ripoff!'
Me: 'Ok but consider this: it definitely is'
I still liked it tho"
"The Angry Birds Movie 2",3.5,"If this was anything other than an Angry Birds sequel it would have a 3.9 average"
"Open Season: Scared Silly",1.5,"I have officially watched 13 of the 26 Sony Animated movies. Exactly half of the ranking is in place.
This movie is currently one of the top 5 best ones.
Yeah."
"Open Season 3",0.5,"Make it stop"
"Open Season 2",1.0,"This is the hardest I've ever seen Joel McHale act"
"Open Season",2.0,"It could have been worse"
"Lake Michigan Monster",4.5,"List of movies I've watched 3 times or more this year
1. Whisper of the Heart, my literal favorite animated movie of all time
2. This fucking banger"
"Star Wars",4.5,"Usually I don't rewatch movies unless I'm preparing to make a video on them, or I'm showing them to someone who hasn't seen them before.
Tonight I just said 'Fuck it, I'm watching Star Wars by myself for no reason other than it being Star Wars.'
We all deserve a treat sometimes.
Star Wars fucking rules."
"Surf’s Up 2: WaveMania",0.5,"Fuck you you fucking piece of shit fuck fuck fuck"
"Surf’s Up",4.0,"Wait what the fuck why is this movie so great"
"Smurfs: The Lost Village",1.0,"First of all, Papa Smurf didn't create Smurfette. Gargamel did. She was sent in as Gargamel's evil spy with the intention of destroying the Smurf village. But the overwhelming goodness of the Smurf way of life transformed her. And as for the whole gang-bang scenario - It just couldn't happen. Smurfs are asexual. They don't even have reproductive organs under those little white pants. That's what's so illogical, you know, about being a Smurf. What's the point of living... if you don't have a dick?"
"The Pirates! In an Adventure with Scientists!",4.0,"Me: 'So this is the movie where the 'Well yes but actually no' line is from, right?'
The movie: 'Well yes but actually no'"
"The Smurfs 2",1.0,"Kill yoursmurf 2"
"The Smurfs",1.0,"Kill yoursmurf"
"The Star",1.0,"Why does the baby Jesus in this movie look like the Boss Baby"
"Cloudy with a Chance of Meatballs 2",3.5,"Y'all are really mean to this movie it's cute 😭 I'm gonna go play some Bugsnax now"
"The Emoji Movie",1.0,"At one point one of the main characters says 'Ok, buzzkill', and at that moment I got down on my knees and prayed to God, thanking Him for the fact that this movie didn't release two years later.
Still better than Cars 2."
"Colossal",3.5,"Was not expecting to be intimidated by Jason Sudeikis of all people today"
"MFKZ",1.5,"Who the fuck edited this movie turn on your location I just wanna talk"
"Lake Michigan Monster",4.5,"If the movies Hollywood put out had even an ounce of this film's creativity, the film industry would be in a pretty good state. Drop whatever you're doing right now and watch this."
"Night of the Living Dead",3.5,"Old horror movies are so fucking cool man, nothing quite like 'em"
"Vivo",3.5,"Much like every Lin-Manuel Miranda project, it could've used less Lin-Manuel Miranda.
...I did cry at the end tho"
"The Suicide Squad",4.5,"Shoutout to that right-wing dipshit who cancelled James Gunn on Twitter so that we could get this banger AND Guardians 3. That REALLY backfired for them huh"
"Ex Machina",4.0,"The main character in the movie looks like I Hate Everything"
"PERSONA3 THE MOVIE #4 Winter of Rebirth",4.5,"Wow video game movies can actually be phenomenal and adapt their source material perfectly while capturing the intricate and powerful emotions present in the original story now"
"Space Jam",2.0,"The Space Jam Duology > The Blade Runner Duology"
"Before Midnight",4.5,"Ouch
Is this the best trilogy of all time cause it might be"
"Before Sunset",5.0,"Hey wtf I believe in love now"
"Before Sunrise",4.5,"Damn I really wanted to see that play with the cow"
"PERSONA3 THE MOVIE #3 Falling Down",4.0,"Wow Makoto and Ryoji are gay now"
"Your Name.",4.5,""
"PERSONA3 THE MOVIE #2 Midsummer Knight’s Dream",3.5,"Wow Ken is compelling now"
"Space Jam: A New Legacy",1.5,"It was awful and I loved it"
"PERSONA3 THE MOVIE #1 Spring of Birth",3.0,"Wow Junpei is tolerable now"
"Bo Burnham: Make Happy",4.0,"Ended up writing and deleting a long-ass paragraph about how guilty and pathetic I feel for being unhappy with my moderately successful life. The bottom line is, Bo understands and conveys this feeling better than any performer I've ever seen. I can't wait to finish his back catalog of specials.
And good Lord would it kill them to make Pringles cans a little wider"
"Synecdoche, New York",5.0,"Charlie Kaufman movies are really cool because they make you sob uncontrollably and regret all your life choices and also there's a silly man sleeping in the basement of a house that's on fire. That's not a good place to sleep, sillyhead!"
"Summer Wars",3.5,"anime"
"Black Widow",3.5,"Makes some truly incomprehensible editing decisions in its first act but gradually gets better as it goes along. Fun characters, neat action, I had a good time with it. I also probably don't have enough to say about it for a video review oh well"
"Howl from Beyond the Fog",3.0,"Very cool and atmospheric, though I think the expressionless puppets held it back for me and prevented me from getting truly invested. I'd love to see a higher budget (and perhaps feature length) version of this with stop motion animation that allows the characters to have actual facial movement"
"Creature from the Black Lagoon",2.0,"I guess I just don't like G-rated horror movies devoid of interesting characters that abruptly end out of nowhere after blasting siren noises in my ears for 80 minutes and calling that a 'score'"
"Earwig and the Witch",1.0,"At least Cars 2 had the decency to finish its story."
"When Marnie Was There",4.5,"Beautiful. Too bad Ghibli never made any more movies after this. None whatsoever."
"The Tale of The Princess Kaguya",5.0,"I didn't even know movies could be this good."
"The Wind Rises",3.0,"God bless him, Hayao really loves his planes. I wish I did too.
Reminds me a lot of First Man, in the sense that it's an extremely well-made and well-directed biopic with a subject matter I couldn't care less about and couldn't get emotionally invested in no matter how hard I tried. The story picks up in the second half and the ending is good but this isn't something I intend on ever revisiting.
Did it deserve the Oscar over Frozen? Fucking obviously."
"From Up on Poppy Hill",4.0,""
"The Secret World of Arrietty",3.5,"Just found out after the fact that there's a British dub featuring Saoirse Ronan AND non-Westernized character names and I'm so pissed I didn't watch that version instead"
"Ponyo",3.5,"Sosuke's mother is the most irresponsible driver I've ever seen lmao"
"Tales from Earthsea",1.5,"Worse than I expected tbh. An agonizing failure at worldbuilding with the dullest characters and story to ever be featured in a Ghibli film. Hilariously lifeless direction. Princess Mononoke had more levity than this trash. I wanted it to be over from the 15 minute mark and it just kept going for an eternity. To be fair Willem Dafoe is good in it.
I feel bad for Goro Miyazaki; like, he clearly wasn't ready to take on a feature film…"
"Whisper of the Heart",5.0,"Oh wait was I supposed to watch Tales of Earthsea next? Haha oops"
"Howl’s Moving Castle",0,"Saw Howl's Moving Castle."
"Luca",4.0,"I want shorter Pixar movies with less ambitious stories filled with likable characters who vibe more and do less and I'm not kidding"
"The Cat Returns",3.5,"I 100% didn't want to marry a cat 5 seconds ago but now that I know this cat is cool? Damn ok I'll consider it"
"Spirited Away",5.0,"If I could give this movie 6 stars I would"
"Little Miss Sunshine",4.0,""
"The Truman Show",5.0,"The most fun and lighthearted horror movie ever made"
"In the Heights",3.5,"The tradition of Lin being the worst singer in every musical he writes is still going strong I see
Top notch direction, performances, cinematography, energy, all that jazz. One of the best movie-to-musical adaptations in years. But MAN do they make some changes that undermine some of the best emotional moments in the original musical, and MAN am I mad about that."
"My Neighbors the Yamadas",3.5,"Not quite as good as My Neighbor Totoro but still a worthwhile entry in the My Neighbor Cinematic Universe (MNCU)"
"Bo Burnham: Inside",0,"Put this on the background to show Patrick while I focused on trying to beat Undyne the Undying in Undertale. The fact that I only beat her the moment the special was over probably says a lot about how much this special grabs your attention and doesn't let go no matter what. An instant classic."
