name,user rating,user review
Trolls World Tour,1.5,K-Pop trolls imply the existence of Troll Korea
Lady and the Tramp II: Scamp’s Adventure,1.5,Lady had like 4 minutes of screentime I think
Harry Potter 20th Anniversary: Return to Hogwarts,3.5,Laughed out loud when they said 'multi-million pound film' like lmao I forgot that was the name of British currency lol Britain is so weird
Spring Awakening: Those You’ve Known,4,lea michele shut UP
The Naked Gun,4,Legacy sequel so good that I'm lowering my score for Happy Gilmore 2 in response
Shrek 2,4.5,"Legitimately one of the best sequels ever made, building upon everything that made the original movie special, while adding its own signature flavor to the franchise. Prepare to feel an unexpected feel."
Phineas and Ferb: Star Wars,4.5,Legitimately the best Star Wars movie since the Disney purchase
Leroy & Stitch,3,LEROOOOOOOOOOOOOOOOOOOOY JENKINS
Parasite,4.5,"Let's get one thing straight: Parasite is phenomenal. It's a stunning, subtle, and immensely powerful piece on class warfare and the nature of the human condition. It's also a tense, funny, extremely entertaining film that didn't feel its length at all. Go into it without knowing anything if you can; it made my viewing experience all the more exciting.
But with that said...I didn't really like the ending? Tons of details, character arcs, and storylines felt like they were dropped in an instant. And yeah, I know that was the point. But I'd be lying if I said the lack of resolution given to certain characters is something I'm happy about. Like, for how well set up and intriguing Ki-jeong's sociopathic tendencies are, THAT'S what you do with her?
I don't expect my disappointment with the ending to subside with time, but don't let that dissuade you from seeing this film. It's still excellent and I'm looking forward to seeing it again. It's pretty much everything Jordan Peele's 'Us' should have been."
Cinderella’s Castle,3,"Lightly brushes on a cool and subversive take on the Cinderella narrative, but ultimately plays the story straight far too often. Let her kill some shit!"
101 Dalmatians II: Patch’s London Adventure,3.5,Like if Bolt was good
Grown Ups 2,1.5,"List of advantages this movie has over the first one
1. No Rob Schneider
2. ..."
Lake Michigan Monster,4.5,"List of movies I've watched 3 times or more this year
1. Whisper of the Heart, my literal favorite animated movie of all time
2. This fucking banger"
Dinosaur,1,Literally the most boring movie I have ever seen in my life
True Lies,3.5,Little uncomfy with Harry's weird treatment of his wife in the middle going completely unchecked and consequence-free by the end (what do you mean the guy who wrote this has been divorced 4 times?) but ultimately the shooty shooty bang explosion scenes in this are sick as all hell and that's what really matters. When he rode the horse into the hotel I literally did that 'guy sitting up in his chair' meme
Inside Llewyn Davis,4,"Llewyn: 'Hey, Mr. Turner, I'm wondering. Would that cane fit all the way up your ass, or would a little bit stay sticking out?'
Mr. Turner: 'What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kil"
Trap,3.5,"Lmao this was so fun, Josh Hartnett gives one of my favorite performances of the whole year. Laughed out loud at so many ridiculous things in the first half and I think that was actually intentional!
The second half lost me a bit once you're forced to take the story and characters seriously (Hartnett has a lengthy scene with another character that would have been soooo good if we actually got to know her in the first half), but overall a great time at the movies! Shyamalan you madman you've won me over again!"
Little Women,4.5,Look all I know is if Timothee Chalamet asked me to marry him I would not fucking hesitate
The Terror,2,Look I want to like Roger Corman movies but William and Hal keep showing me the bad ones
Fate/stay night: Heaven’s Feel I. Presage Flower,3,Look Shirou I love ya but can Sakura get some screen time in her own damn story
Mission: Impossible – The Final Reckoning,3.5,"Look, this movie has some bizarre pacing, cute albeit entirely unnecessary callbacks to previous films, way too many characters to balance (very funny for the character you gave nothing to do to say out loud 'there's nothing for me to do'), and a general unmistakable sense that they did not plan out what to do next before finishing the previous film.
BUT the climax was one of the most insane things I've ever seen onscreen and it made my palms sweatier than they've ever been in my life so there is absolutely no world where I could ever call this a bad movie. Disappointing, maybe. But you better believe I joined the rest of my audience in giving it a standing ovation."
Onward,,Looks like another step in the right direction for Sony Pictures Animation :)
Terminator: Dark Fate,2.5,"Lots of good ideas here, Linda Hamilton's performance is great, this is probably the most interesting (albeit underdeveloped) use for Arnold since T2...and yet the main character kinda fell to the wayside a bit, the villain was pretty forgettable, and the visuals reeked of generic CGI gray sludge. Best in the series since T3!"
Frances Ha,4.5,"Love it. A beautiful portrait of a woman trying to find purpose in spite of numerous personal and career setbacks. The use of music to highlight those fleeting moments of happiness and fulfillment in Frances' life was inspired. Black-and-white cinematography didn't seem necessary but it's hard to complain when the film is visually stunning regardless. Gerwig and Baumbach make their voices equally heard throughout the script, and the result is sensational.
Also...I may have a crush on Adam Driver now? More at 11"
The Apprentice,4,Love the idea of Kieran Culkin probably winning the Oscar but in terms of my actual preference...team Ken baby
Shiva Baby,3.5,"Loved the sheer fucking chaos of this movie, I only wish it would have built up to something more climactic by the end. But overall, super fun time"
Hoodwinked!,3.5,Low-key iconic
The Scarlet Pumpernickel,4,Magnificent ending
Open Season 3,0.5,Make it stop
Black Widow,3.5,"Makes some truly incomprehensible editing decisions in its first act but gradually gets better as it goes along. Fun characters, neat action, I had a good time with it. I also probably don't have enough to say about it for a video review oh well"
Guardians of the Galaxy Vol. 3,4.5,Makes Thor Love and Thunder look like a preschooler made it
How to Train Your Dragon: The Hidden World,4.5,"Making it through this DreamWorks marathon was not an easy task. Getting so much shit shoveled into my face the past few days, from Trolls to Turbo to Boss Baby, was a deeply agonizing endeavor.
But goddammit, I stuck it out because I knew this masterpiece was waiting for me at the end of the tunnel. What a fucking tremendous swan song for a great studio and a phenomenal trilogy.
I know there's still technically two movies left in the marathon, but in my heart, this is the DreamWorks series finale. It's been a somewhat rocky road, but films like this one made it all worth it."
Moulin Rouge!,4,"Man this Obi-Wan/Satine prequel hits different
The first half of this is pretty much perfect, from the madcap editing and storytelling to the magnificently realized musical numbers. The second half took a bit of a tumble into bland melodrama (and the duke is kind of a supreme dumbass for not realizing the play was about him sooner) but overall it's a movie that I CANNOT believe I liked as much as I did. I normally hate jukebox musicals but this shit just hits imo"
The Father,4,"Man, fuck Paul"
Manos: The Hands of Fate,1,"Manos: The Hands of Fate was praised for its visual effects, performances, production values, direction, score, cinematography, story and emotional depth. Among other awards, it was nominated for 14 Academy Awards and won 11, including Best Picture and Best Director, tying Ben-Hur (1959) for the most Academy Awards won by a film. With an initial worldwide gross of over $1.84 billion, Manos: The Hands of Fate was the first film to reach the billion-dollar mark. It was the highest-grossing film of all time until Avatar (2009) surpassed it in 2010. A number of re-releases have pushed the film's worldwide total to $2.257 billion, making it the second film to gross more than $2 billion worldwide after Avatar. It was selected for preservation in the United States National Film Registry in 2017."
Poor Things,4.5,Mark Ruffalo looks way too much like Lalo Salamanca in this
The Phoenician Scheme,4,Marries the adventurous spirit of Grand Budapest with a specific type of warmth and humanity I haven't seen from Wes since Tenanbaums. There's a shot of Benedict Cumberbatch in this destined to become a real all-timer gif
The Warriors,3.5,"Masai is the best character in this by a landslide, dude did nothing but aurafarm"
Phineas and Ferb The Movie: Across the 2nd Dimension,4.5,MASTAPEECE. Should not work nearly as well as it does
Shark Tale,5,MAY 👏 HIS 👏 STINKIN 👏 MAGGOT 👏 COVERED 👏 CORPSE 👏 ROT 👏 IN 👏 THE 👏FIERY 👏 DEPTHS 👏 OF 👏 HELL 👏
The Great Mouse Detective,4.5,Maybe definitely the gayest Disney film ever made
Yonggary,3,"Maybe definitely the most epic bad movie I've ever seen. Could not stop laughing at the 60th time the military guys shot missiles at Yonggary and missed, destroying a bunch of buildings and presumably killing innocent people instead"
Guardians of the Galaxy Vol. 2,4.5,"Maybe one day I'll actually review this like I said I would!
...eh give me like 5 years or so"
Triangle of Sadness,3.5,"Maybe the biggest nosedive a film has taken in its third act, ever?"
The Monk,0.5,"Maybe the worst and most inept book adaption I've seen since Artemis Fowl
Do NOT bother with this bafflingly worthless experience! Read the book instead! That shit is actually terrifying!"
Dinosaur Hotel,2,"Maybe the worst child acting of all time, bravo Vince"
High School Musical 3: Senior Year,3,"Me before watching this movie: 'The boys will never be back'
Me after watching it: 'Holy shit'"
The Pirates! In an Adventure with Scientists!,4,"Me: 'So this is the movie where the 'Well yes but actually no' line is from, right?'
The movie: 'Well yes but actually no'"
New York Ninja,3,Men will literally become the New York Ninja instead of going to therapy
Chicken Run: Dawn of the Nugget,2.5,Mid 2000s direct to DVD ass sequel
House,4,Might be more jealous of the unabashed creativity and insanity on display in this movie than I am for any other movie in existence
The Spider Within: A Spider-Verse Story,3.5,Miles faces his greatest adversary yet: the cosmic clone that copies your movements in Mario Galaxy 2
Return to Never Land,3,Missed opportunity to have Captain Hook fight Hitler
Tokyo Godfathers,3,Miyuki's facial expressions were on point
Puss in Boots,3,"'Mom, can we get Rango?'
'We have Rango at home.'
Rango at home:"
Star Wars: Episode I – The Phantom Menace,2,"More fun than I remember. The environments and characters either look really good or hysterically bad. Jar Jar and Anakin are annoying but in an amusing sort of way. Watto, Nute Gunray, and Boss Nass are all comedy goldmines. It really is just one of those so bad, it's good movies; all of its blunders are either hilarious or endearing, and I had a great time rewatching it."
Piranha,3,"More insane than I expected, less insane than I wanted"
Puss in Boots: The Last Wish,4.5,More like PEAK in Boots amirite
Fantastic Mr. Fox,4.5,Most definitely the orangest movie ever made
To Catch a Yeti,1.5,Most interesting parts were when William was reading the instructions for recipes in the Sonic cookbook
The Meyerowitz Stories (New and Selected),4.5,Mostly fantastic but it's truly insane how much Jean gets shafted
Millennium Actress,4.5,"Movies really are a miraculous thing, aren't they"
Pride & Prejudice,4,Mr. Darcy rocking a V neck in the climactic scene. Peak cinema right there
The Adventures of Ichabod and Mr. Toad,3.5,Mr. Toad was the first influencer
Romeo & Juliet: Sealed with a Kiss,5,"Mrs. Obama, I've done it. I've stopped seal racism."
Grumpy Cat’s Worst Christmas Ever,2,Much better than I expected!
Vivo,3.5,"Much like every Lin-Manuel Miranda project, it could've used less Lin-Manuel Miranda.
...I did cry at the end tho"
Dune,4.5,"My 1000th Letterboxd log is coming up. You might think I'm gonna line it up so it ends up being Dune 2.
If so you'd be dead wrong"
C.I.Ape,1,"My 600th movie logged on Letterboxd!
Absolute masterpiece that changed my life and watered my crops. Beautiful work of art that must be experienced by all. Truly epic"
Weird: The Al Yankovic Story,4.5,"My 800th log!
Probably the greatest biopic of all time"
We Bought a Zoo,2.5,"My 900th log! I knew I had to do something special for it, which is why I watched peak cinema
Extremely predictable and basic, but also kind of impossible to hate? Like, gosh darn it, Matt Damon is so earnest about buying that fucking zoo that you gotta respect him for it. Glad I was able to find enjoyment in something this schmaltzy considering how the Ted Lasso finale made me want to gouge my eyes out"
My Year of Dicks,4.5,My ace ass thought this was gonna be about a bunch of guys named Richard or something
Muppets Most Wanted,4,"My biggest shame is not seeing this movie in theaters, I'm sorry for failing you Muppets Most Wanted (2014)"
Mission: Impossible III,4,"My favorite so far, with about a million asterisks on that statement.
Love the opening scene, love the villain, love the team camaraderie, the story was exciting, even the romance was sweet dammit! Michael Giacchino the king that you are!
The action set pieces were also great, you know, whenever they weren't blurry as shit with a bunch of shaky cam. The writing was pretty good, except when it wasn't! Luther asking Ethan if he's ever slept with his sister is the exact moment I remembered what Kurtzman and Orci are capable of. Lindsey's message suddenly being viewable at the most plot-convenient time without any explanation as to why was clever foreshadowing for R2-D2 randomly waking up to provide the final piece of Luke's map. Again, it's like poetry, sort of, they rhyme.
Odd that the movie randomly decides to come out against neoconservatism in the last 20 minutes. Like, cool, but it would've been cooler if this was the theme of the entire movie instead of just being thrown in as a lazy surface level Bush-era critique, you know?
Real shame Maggie Q and Laurence Fishburne aren't gonna be in more of these movies. I hope the hilarious way Tom Cruise runs at the end of this comes back."
Northanger Abbey,3,My gf gaslit me into thinking Captain Tilney was played by Alan Rickman the whole time. I was just like 'Huh. Ok sure I can see it' and then we found out that it wasn't him afterwards
Three Thousand Years of Longing,3.5,My heart's desire is to give this 4 stars...but maaaaaan the third act was rough
Spider-Man: Into the Spider-Verse,5,My mom wanted to watch a Marvel movie and suggested either this or Captain America Brave New World. Idk do you guys think I made the right choice
The Grand Budapest Hotel,5,"My mom wanted to watch a movie with the family and my dad said 'It's this movie or nothing'
Yeah I agree"
Bad CGI Sharks,1.5,My New Years Resolution is to watch every bad shark movie
Magic Candies,3.5,My sofa and I would no doubt have some riveting conversations about the shit I watch
West Side Story,3.5,"My two favorite Steven Ss (Spielberg and Sondheim) are both insanely talented, and it's impossible to not have a smile on my face during the musical numbers
However...it just occurred to me after 12 years of being a theatre kid that I just don't like this musical's story or main characters that much"
Enchanted,4,Nathaniel do be a simp tho
It’s Such a Beautiful Day,4,Neat! I am in severe pain now but neat!
Delta Space Mission,3,Need a Tin plushie so bad
Smiling Friends,4,Needed more Alan
Ciao Alberto,3.5,Needed more pasta
Murder Mystery,3,Never before have I been more relieved that a movie was just fine
The Great Muppet Caper,4.5,Never has a movie scene been more committed to the bit than the Piggy's Fantasy water ballet sequence
The Color Purple,3,"Never seen the original musical but I just don't know if the songs added all that much to the story, and the direction made everything feel less engrossing than the original film. Spielberg obviously wasn't a good fit for this story but the man knew how to frame an interesting shot. Great performances here at least!"
The Bob’s Burgers Movie,3,"Never seen the show before. This style of humor is solid and seems right up my alley for 22 minute episodes, but it gets a bit tiring after nearly two hours. The bunny girl is fun. Why did they forget it was supposed to be a musical"
Color Out of Space,3.5,Nic Cage should be in every horror movie
Cinderella III: A Twist in Time,3,Nice of them to forget Anastasia's character arc but make up for that by giving her a different one
The Little Mermaid: Ariel’s Beginning,2,Nice to finally get canon confirmation that no one in-universe likes Flounder
Princess Mononoke,4.5,Nintendo really went and based the entirety of Breath of the Wild around this movie huh
Grandma Got Run Over by a Reindeer,2,no
Jesus Christ Superstar,3,"No offense to Judas in this, but we're with the pet hospital down the street, and I understand you have a dying animal on the premises"
Parasite,4.5,'No one can imitate North Korean news anchors like you' gotta be the rarest compliment ever
Indiana Jones and the Last Crusade,5,No ticket.
Past Lives,4,Nora and I have the exact same laptop so every shot of her using it was extremely disorienting. Like I was seeing my laptop inside of my laptop. Laptopception. The movie was great too I guess
Tarzan,3,"Not a bad movie, but it personally kinda disgusts me. It throws the musical format out the window for horribly implemented samey Phil Collins music that doesn't hold a candle to any other Disney Renaissance soundtrack. Turk is also the most annoying creature on the planet. But there are some good emotional beats and great action to make this still a worthwhile film to watch. It's just not one I revisit, like, ever."
My Big Fat Greek Wedding,3.5,Not a competition but the Greek Orthodox church I grew up in is WAY nicer than that one
Zookeeper,1.5,Not a lot of talking animals in this actually. Who gives a shit about Kevin James's love life!
House,4,"Not a single creative decision was questioned by anyone during the making of this movie, and that's exactly why it's so great.
(Also William told me I had to watch The Muppet Movie before watching this movie. Fuck you William I do what I want)"
The Magic Rosette,4,Not as good as Morbius but whatever
Joe Versus the Volcano,2.5,Not one Joe Mama joke in the whole thing
My Neighbors the Yamadas,3.5,Not quite as good as My Neighbor Totoro but still a worthwhile entry in the My Neighbor Cinematic Universe (MNCU)
Inherent Vice,3,Not really my thing. A devastating blow to the 'PTA makes nothing but bangers' agenda I planned on spreading
Maestro,3,"Not the worst Oscar bait I've seen, though considering how desperately Bradley Cooper wants to win one, it is really funny that Carey Mulligan acts circles around him in every scene they're both in"
My Neighbor Totoro,4,"Not to imply unoriginality, but the cat bus does remind me of Morgana from Persona 5 🤔 🤔 🤔"
The Goddess of Spring,3,"Not to imply unoriginality, but this does remind me of Cuphead 🤔"
Hawkeye,2.5,Not too late to rebrand and become the TDCU (Tony Dalton Cinematic Universe)
Tarzan II,2.5,Not very good but Zugor deserves the world
A Grand Day Out,4,Note: Wallace and Gromit died on the way back to their home planet :(
Grown Ups,3,Nothing happens in this movie but it's still pretty fun
Memoir of a Snail,4.5,"Nothing like what I expected. Yeah why shouldn't this cute looking stop motion movie rip my heart out of my chest and stomp all over it. Didn't even know that was Sarah Snook until the credits rolled, is there nothing she can't do fr. Yeah I don't know man, I'm empty and drained but also filled with hope at the same time. The kind of movie Animation Is Cinema™ people will never watch and that's how you know it's great"
Everything Everywhere All at Once,4,Nothing matters. Everything matters.
Hilda and the Mountain King,3.5,"Now give us the She-Ra movie Netflix, don't be shy"
The Secret Life of Pets,1.5,Now I'm just hungry for sausages
Sleeping Beauty,3.5,"'Now shall you deal with me, O Prince, and all the powers of hell' rawest line in a Disney movie fr"
Freaky Friday,4.5,Now that's an Oscar-worthy Jamie Lee Curtis performance
The Wonderful Story of Henry Sugar,3.5,"Obviously confirms that Benedict Cumberbatch would be a perfect fit for Wes's recurring ensemble, but holy shit, can we get Dev Patel in every Wes Anderson movie from now on?"
Nickel Boys,4,"Occasionally difficult to emotionally connect with due to the first person perspective, but equally difficult to deny how bold its storytelling style truly is. How the hell was this not in the conversation for Best Director, Editing, and Sound?!"
The Girl Who Leapt Through Time,3,"Oh no this girl hit her head leaping multiple times and has a concussion, now she thinks she's a time traveller"
Close Encounters of the Third Kind,4,Oh so THAT'S where that scene in Monsters vs Aliens came from
Twisted: The Untold Story of a Royal Vizier,4.5,"Oh this is on Letterboxd? Cool.
...
...HE FUCKED A TIGER"
Whisper of the Heart,5,Oh wait was I supposed to watch Tales of Earthsea next? Haha oops
Star Wars: Episode III – Revenge of the Sith,4,Oh who the fuck am I kidding this movie rules lol
Mufasa: The Lion King,1,"Oh you guys REALLY undersold how atrocious this is. Maybe the most abominable, groan-worthy prequel I've ever seen.
DUDE PRIDE ROCK"
Is This Thing On?,3,"Oh, sure, Laura Dern, why don't you go ahead and divorce the guy who's wearing a $5000 suit, COME ON"
Mistress America,4,"Ok but seriously where is Karen's husband? I'm getting very concerned
Little bit messier than the typical Greta/Noah project; the pacing is kinda all over the place and I feel like some extra scenes to flesh Brooke out more would be welcome. However, this movie picks up the slack with its constant witty dialogue and great scene blocking. I had a great time, even though this movie didn't quite hit me with the same relatable feels as Frances Ha"
Shrek the Halls,3,Ok but that dancing roast turkey was fuckin dope
The Muppet Christmas Carol,4,Ok I watched it the normal way. So damn cute! So damn timeless! Why the fuck am I crying over a tiny frog puppet!
Tarzan,3.5,"Ok maybe kinda good actually, but still not as great as it could have been if the characters got to sing through their emotions instead of Phil goddamn Collins doing it"
Re-Animator,4,Ok this was epic
All Cheerleaders Die,1,"Okay everyone, I love giving shitty movies 5 stars as a joke too, but maybe doing it for this one is a bit too far?"
Night of the Living Dead,3.5,"Old horror movies are so fucking cool man, nothing quite like 'em"
Cinderella: Once Upon a Time in the West,1,"Olivia: I'm going to make my review Rango at home
William: We have Rango at home at home
Olivia: letterboxd.com/livmendel/film/cinderella-once-upon-a-time-in-the-west/"
Queen Christina,4,Omg there was only one bed
A Goofy Movie,4,'On The Open Road' walked so 'Another Day of Sun' from La La Land could run
The French Dispatch,4.5,On this rewatch I really came to appreciate how theatrical the blocking and sets are. Complain about the anthology format all you want but I'd argue it's among Wes's best-directed. I've never seen a movie that looks quite like this one before
Moon Knight,3,Once it became a completely different show it got pretty good
Bug Buster,1.5,Once you get past the first 70 minutes out of 90 it's actually pretty fun
The Wedding Singer,3.5,"Once you've seen the other 50 Adam Sandler movies you really start to stomach the expected flaws that are in most of his comedies and get completely drawn in by what a natural and charismatic lead he is. There's a lot of annoying cliches and humor I don't care for here, but I cried at the song he sings at the end so who really cares"
Alien Resurrection,2.5,"One of the dumbest franchise sequels I've ever seen in my life, completely betraying the tone of the original films. I had a fucking blast with it.
It really helps that Alien 3 single-handedly destroyed my investment in anything post-Aliens that happens in this universe. So sure, why not? Why shouldn't every person 200 years in the future act like a ridiculous cartoon character? Why shouldn't a Ripley clone be ballin? At this point all I really wanted was something batshit crazy to contrast the miserable monotony of Alien 3, and this delivered. There are about a million things that don't make sense, but damn it, when you have a cast with good camaraderie who all seem to be having a blast filming this shlocky, tongue-in-cheek, bizarro installment in a long running franchise, how can I complain too much?
To the film's credit, despite how goofy it frequently is, it actually manages to have scenes that are far creepier than anything Alien 3 achieved? (Sorry to get on that movie's case so much, i just despise it more and more with each passing day.) The trap with all the eggs was a delightful fright, and the scene with the other Ripley clones rules; finally, a new and disturbing concept for this universe! Such a shame the scene had to end with an unfunny, unfitting, slightly sexist Joss Whedon quip; want a genuinely exhausting man!
Yeah I don't know, it's a complete tonal departure from the original trilogy and I can totally see why people hate it, but not only is it surprisingly fun, at least it feels like a real damn movie filmed with intent? Like you can tell the scenes were filmed in accordance with a script? It tells a story that doesn't feel Frankensteined together in the editing room? (I'll watch the assembly cut of Alien 3 eventually, I think I just need some time away from the concept of that movie for a while.) The only thing I needed in Resurrection was more of Dan Hedaya's camera-mugging General Perez; i'll never forget his silly visage as long as I live."
Diary of a Wimpy Kid,1.5,One of the emptiest cinematic experiences I've had in a long time tbh
Scott Pilgrim vs. the World,4,"One of the funniest and most quotable movies ever made. I just wish the story was a bit tighter and the overflow of characters were trimmed down, but overall, I don't think I will ever stop enjoying this movie."
Hook,2.5,One of the most endearing and likable bad movies I've seen :)
Tammy and the T-Rex,2.5,"One of the most insane concepts for a movie I've ever seen.
I just kinda wish it did more with that concept"
BLUE EYE SAMURAI,5,"One of the most insane, vividly compelling action shows I've had the pleasure of seeing in quite some time, taking well-worn and familiar elements and gradually twisting them in ways that genuinely surprised me across the entire season, while tying everything together with one of the most unique and interesting internal conflicts I've seen a protagonist grapple with. A tour-de-force, too good for Netflix, simply earth-shattering in its sheer quality. Watch it immediately to help ensure it doesn't get cancelled before its story concludes."
The Penguin,4,"One of the rare upsides of the streaming era is that thanks to a corporate desire for an extra Batman-adjacent box to click on Max, we can get exciting, engaging, excellent television that enriches and enhances its cinematic universe. Gonna be thinking about THAT scene in the finale for a while."
Gibby,5,Only caught the last 30 minutes of this but I'm convinced it's the best movie of all time
"tick, tick… BOOM!",4.5,Only now realizing that this is just a live-action adaptation of that SpongeBob episode where he has to write the essay
Game Night,4,Only unrealistic part of the movie was when they all caught that egg
The Rescuers Down Under,2.5,"Only watched this one out of moral obligation. A resounding meh. It's not even really worth my time to talk about here, I already wrote its portion of the video script and that's all the thought I need to devote to this film for the rest of my life."
Megamind vs. the Doom Syndicate,0.5,OppenheimerStare.jpg
Monster High: Why Do Ghouls Fall in Love?,3,Oscar-worthy cinematography
Before Midnight,4.5,"Ouch
Is this the best trilogy of all time cause it might be"
The Tale of the Fox,4,"Outstanding stop motion by 1930s standards, how did they move like that"
Jim Henson Idea Man,3.5,"Over the past 2 months I've had the pleasure of reading the excellent Jim Henson biography by Brian Jay Jones, which does an absolutely tremendous job of painting a portrait of who this guy is both creatively and personally. I wasn't expecting this documentary to include nearly the same level of detail, but I was nonetheless rather disappointed at how little I got a sense of Jim as a person from this. After a while it mostly becomes an engaging enough doc about his most well-known projects (though The Storyteller and Jim Henson Hour really get shafted - would have liked a lot more elaboration on those!) Ultimately this was pretty solid but I would genuinely recommend the Defunctland miniseries if you want a better fleshed out account of Jim and his career.
To be candid for a moment, I think a large reason I've become so engrossed in learning more about Henson's life is because I relate so heavily to his philosophies regarding work and creative endeavors. To be clear, what I do on YouTube is not even in the same stratosphere as what Henson does, and if you think we're even remotely comparable, you're an idiot. But I've found such fulfillment leading my merry band of editors on creative projects similar to how Jim led his band of puppeteers, and it's only now, after reading about Jim's philosophy on always wanting to keep busy at some new creative endeavor, have I come to terms with my own obsession with never stopping working. Jim had the right idea; if work is fun, fulfilling, and not something you dread or are being exploited by, then it really is the best thing in the world to be doing. I've done at least a tiny bit of work on something every day now for well over a year, and knowing that work all goes towards something at least a couple people out there will enjoy makes every second worth it. I really can't muster that much excitement over the fact that I will soon have 2 million subscribers on YouTube, because the truth is, I would still be making my dumbass videos even if I only had two subscribers.
All this to say, thanks Jim. Your work has greatly inspired me; your work ethic, even more so."
Rogue One: A Star Wars Story,3,"Overwhelmingly fine. Man, oh man, this sure is a fine movie. Those characters are definitely very fine. The writing reeks of fineness. Oh by gosh by golly the story sure is fine. It's all fine. I had a fine time watching it.
To be fair tho, Krennic and K-2SO are amazing. The last 10 minutes are sufficiently powerful and dramatic. The action is stellar. Fits very snugly into the canon and compliments A New Hope nicely. I understand why this is a fan-favorite for a lot of people; it takes itself way more seriously than the other Disney Star Warses. Feels much more real.
Like I said, I think it's fine. And that's enough."
Hair Love,4.5,OWWWWWWW MY HEARTTTTTTTT
Paddington,3.5,Paddington!
Guillermo del Toro’s Pinocchio,3.5,Patchy the Pirate was in this
American Psycho,4,Patrick Bateman is literally just Tohru Adachi
Pocahontas,1.5,Perhaps I treated Ralph Breaks the Internet too harshly. It may be the best Disney movie with Pocahontas in it
Romeo & Juliet: Sealed with a Kiss,5,Perhaps the best movie
Inception,4.5,persona 5
"Mickey, Donald, Goofy: The Three Musketeers",3,Pete got the best ass in all of France
Rocky,3.5,"Philadelphia City Hall is never that uncrowded, I don't gaf if it's 4am and the 70s"
Booksmart,4,"Plays like a mix of Lady Bird and The Nice Guys, which is a surprisingly good combo. So utterly fun and enjoyable with some hilarious characters, great direction, and amazing editing. Some characters could've been set up better and the ending kinda confused me but suffice to say I can't wait to see this again"
Creature from the Haunted Sea,1,Plz direct me to a good Roger Corman movie I haven't seen one yet
Kung Fu Panda 3,3.5,"Po had two dads and he turned out fine!
The weakest one, but still pretty good :)"
Fantasia,4,Possibly the most timeless film ever made
Lifeforce,3,Pretty cool but I wanted more vampire sucking and shit
Marcel the Shell with Shoes On,3.5,Pretty fucked up that Marcel isn't real :(
Peter Rabbit,3,"Pretty fun movie actually. I really enjoyed the protagonist and thought the actor did a great job. His attempts to defeat the villain were also super fun, mostly because of how delightfully hatable said villain was. I guess playing irredeemable unlikable twats, like the borderline terrorist rabbit in this movie, is just one of James Corden's natural gifts."
Persepolis,3.5,"Pretty good adaptation of an exceptional graphic novel. It just suffers from an incredibly rushed pace since they're trying to cram a lot of plot into a 90 minute runtime, which deflates a lot of the dramatic weight from certain story arcs. It's still a good, powerful film, but I strongly recommend reading the book first, if possible."
Rise of the Guardians,3.5,Pretty good but the villain sucks ass. It looks like a car ran over his face. How did his design ever get approved. I expect much higher quality character design from the studio behind Shark Tale
Mulan,3.5,"Pretty good. I think it's a really well-told story, but the comedy doesn't always land for me and the villain, while really menacing, is so disconnected from the hero that it's hard to get invested in them. As a musical, this one is kinda weird; there are less songs than usual, which I guess is owed to the more serious, war-like tone. But still, it kinda feels like there's something missing from this one compared to the other Renaissance films.
Also they didn't have to go that hard with I'll Make a Man Out of You but they did and it slaps"
Home Alone 2: Lost in New York,3.5,"Pretty whatever when it's just the first movie again, pretty fun when it's not. Waiter waiter, more Tim Curry please!"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,4,Probably includes the funniest fight scene ever put to film
Army of Darkness,4.5,"Probably my favorite of Raimi's trilogy because the main character is at his most entertaining here, and while I find this one's insane tonal whiplash and absurd out-of-nowhere concepts to be utterly at odds with the previous two films, they're silly and distinct and memorable and fun enough to make this film the most consistently engaging out of the three to me.
...but enough about Spider-Man 3."
Robot Chicken: Star Wars Episode III,3.5,"Probably the weakest one with some jokes that go on way too long, but man Yarael Poof is the best character in this trilogy"
John Wick: Chapter 4,3.5,"Probably the weakest story in the series yet, one that barely feels like it escalates the overall stakes of the series compared to what 2 and 3 did. This wouldn't be a major complaint had this movie been clocked in at around 120 minutes, but unfortunately this chapter comes across as frustratingly bloated, leaving me tapping my foot waiting for the next action sequence to kick in.
But it still gets a positive score because the action was sick as ever and it was cool to see shots with actual colors and personality. On those fronts, this is probably the series' high point. And I like the guy with the dog :)"
The Royal Tenenbaums,4.5,"Probably the Wes film that hits the hardest emotionally, I'm gonna be fucked up for at least a week after watching this one"
Weapons,4,Propaganda designed to get you to buy more soup
